Amp.Batch.ID	Seq.Batch.ID	Batch.Set.ID	organ	site	date	sorting.scheme	PIC	patient	noise_estimation	geneitcs	tissue	treatment	replicate	timepoint	ncells	organism	reads	umis
AB8405	SB376	NSCLC_P7_tumor_singlet_myelo	lung	tumor	20191217	Myelo+	Singlets	7	0.066	NA	NA	NA	NA	NA	97	Human	18466.412371134	1896.30927835052
AB8406	SB376	NSCLC_P7_normal_singlet_myelo	lung	normal	20191217	Myelo+	Singlets	7	0.018	NA	NA	NA	NA	NA	154	Human	15178.7987012987	2182.70779220779
AB8407	SB376	NSCLC_P7_normal_singlet_myelo	lung	normal	20191217	Myelo+	Singlets	7	0.014	NA	NA	NA	NA	NA	62	Human	168398.64516129	1043.85483870968
AB8408	SB376	NSCLC_P7_normal_singlet_T	lung	normal	20191217	CD3+	Singlets	7	0.036	NA	NA	NA	NA	NA	41	Human	17072.2195121951	919.878048780488
AB8409	SB376	NSCLC_P7_normal_singlet_T	lung	normal	20191217	CD3+	Singlets	7	0.02	NA	NA	NA	NA	NA	164	Human	16906.743902439	797.182926829268
AB8410	SB376	NSCLC_P6_tumor_pic	lung	tumor	20191217	CD3+Myelo+	PIC	6	0.005	NA	NA	NA	NA	NA	304	Human	1569.13815789474	1396.65460526316
AB8411	SB376	NSCLC_P6_tumor_pic	lung	tumor	20191217	CD3+Myelo+	PIC	6	0.009	NA	NA	NA	NA	NA	345	Human	11370.9826086957	1719.09565217391
AB8412	SB376	NSCLC_P6_tumor_pic	lung	tumor	20191217	CD3+Myelo+	PIC	6	0.014	NA	NA	NA	NA	NA	339	Human	18073.6283185841	1898.53982300885
AB8413	SB376	NSCLC_P6_tumor_singlet_myelo	lung	tumor	20191217	Myelo+	Singlets	6	0.006	NA	NA	NA	NA	NA	290	Human	15350.6896551724	1728.53793103448
AB8414	SB376	NSCLC_P6_tumor_singlet_myelo	lung	tumor	20191217	Myelo+	Singlets	6	0.01	NA	NA	NA	NA	NA	300	Human	19495.8	1598.17333333333
AB8415	SB376	NSCLC_P6_tumor_singlet_T	lung	tumor	20191217	CD3+	Singlets	6	0.012	NA	NA	NA	NA	NA	342	Human	14184.9269005848	1798.01461988304
AB8416	SB376	NSCLC_P6_tumor_singlet_T	lung	tumor	20191217	CD3+	Singlets	6	0.017	NA	NA	NA	NA	NA	347	Human	14414.7146974063	1838.18443804035
AB8417	SB376	NSCLC_P6_normal_pic	lung	normal	20191217	CD3+Myelo+	PIC	6	0.007	NA	NA	NA	NA	NA	178	Human	14852.9943820225	1954.53370786517
AB8418	SB376	NSCLC_P6_normal_singlet_myelo	lung	normal	20191217	Myelo+	Singlets	6	0.015	NA	NA	NA	NA	NA	231	Human	13670.8701298701	1772.84415584416
AB8419	SB376	NSCLC_P6_normal_singlet_myelo	lung	normal	20191217	Myelo+	Singlets	6	0.018	NA	NA	NA	NA	NA	201	Human	16536.0099502488	2702.3631840796
AB8420	SB376	NSCLC_P6_normal_singlet_T	lung	normal	20191217	CD3+	Singlets	6	0.022	NA	NA	NA	NA	NA	281	Human	13962.9110320285	1446.38790035587
AB8421	SB376	NSCLC_P6_normal_singlet_T	lung	normal	20191217	CD3+	Singlets	6	0.012	NA	NA	NA	NA	NA	262	Human	15736.9961832061	1523.74427480916
AB8795	SB384	Lung_Patient_807_ Tumor_PIC_1	lung	tumor	20200128	CD3+Myelo+	PIC	9	NA	NA	NA	NA	NA	NA	27	Human	14416.4074074074	963.518518518518
AB8796	SB384	Lung_Patient_807_ Tumor_PIC_2	lung	tumor	20200128	CD3+Myelo+	PIC	9	NA	NA	NA	NA	NA	NA	303	Human	14843.6831683168	1481.71287128713
AB8797	SB384	Lung_Patient_807_ Tumor_PIC_3	lung	tumor	20200128	CD3+Myelo+	PIC	9	NA	NA	NA	NA	NA	NA	245	Human	16114.4775510204	1475.98775510204
AB8798	SB384	Lung_Patient_807_ Singlets_Myeloid_4	lung	tumor	20200128	Myelo+	Singlets	9	NA	NA	NA	NA	NA	NA	111	Human	15857.1081081081	1292.00900900901
AB8799	SB384	Lung_Patient_807_ Singlets_Myeloid_5	lung	tumor	20200128	Myelo+	Singlets	9	NA	NA	NA	NA	NA	NA	177	Human	17133.0960451977	1685.41807909605
AB8800	SB384	Lung_Patient_807_ Singlets_Myeloid_6	lung	tumor	20200128	Myelo+	Singlets	9	NA	NA	NA	NA	NA	NA	263	Human	15731.4676806084	2464.72623574144
AB8801	SB384	Lung_Patient_807_ Singlets_Lymphoid_7	lung	tumor	20200128	CD3+	Singlets	9	NA	NA	NA	NA	NA	NA	201	Human	15619.7313432836	1002.5223880597
AB8802	SB384	Lung_Patient_807_ Singlets_Lymphoid_8	lung	tumor	20200128	CD3+	Singlets	9	NA	NA	NA	NA	NA	NA	154	Human	12405.7532467532	848.25974025974
AB8803	SB384	Lung_Patient_807_ Singlets_Lymphoid_9	lung	tumor	20200128	CD3+	Singlets	9	NA	NA	NA	NA	NA	NA	4	Human	8033.25	657.75
AB8804	SB384	Lung_Patient_807_ Tumor_PIC_10	lung	tumor	20200128	CD3+Myelo+	PIC	9	NA	NA	NA	NA	NA	NA	48	Human	15987.9583333333	1101.91666666667
AB8805	SB384	Lung_Patient_807_ Normal_PIC_11	lung	normal	20200128	CD3+Myelo+	PIC	9	NA	NA	NA	NA	NA	NA	101	Human	16875.3267326733	1217.54455445545
AB8806	SB384	Lung_Patient_807_ Normal_Singlets_Myeloid_12	lung	normal	20200128	Myelo+	Singlets	9	NA	NA	NA	NA	NA	NA	39	Human	10779.0512820513	794.153846153846
AB8807	SB384	Lung_Patient_807_ Normal_Singlets_Myeloid_13	lung	normal	20200128	Myelo+	Singlets	9	NA	NA	NA	NA	NA	NA	148	Human	12408.7567567568	1108.72297297297
AB8808	SB384	Lung_Patient_807_ Normal_Singlets_Lymphoid_14	lung	normal	20200128	CD3+	Singlets	9	NA	NA	NA	NA	NA	NA	10	Human	8441.4	920.9
AB8809	SB384	Lung_Patient_807_ Normal_Singlets_Lymphoid_15	lung	normal	20200128	CD3+	Singlets	9	NA	NA	NA	NA	NA	NA	128	Human	10976.015625	932.6640625
AB8810	SB384	Lung_Patient_806_Tumor_PIC_1	lung	tumor	20200128	CD3+Myelo+	PIC	8	NA	NA	NA	NA	NA	NA	77	Human	33529.3766233766	1278.24675324675
AB8811	SB384	Lung_Patient_806_Tumor_PIC_2	lung	tumor	20200128	CD3+Myelo+	PIC	8	NA	NA	NA	NA	NA	NA	87	Human	9886.62068965517	959.275862068965
AB8812	SB384	Lung_Patient_806_Singlets_Myeloid_3	lung	tumor	20200128	Myelo+	Singlets	8	NA	NA	NA	NA	NA	NA	104	Human	19854.6057692308	887.894230769231
AB8813	SB384	Lung_Patient_806_Singlets_Myeloid_4	lung	tumor	20200128	Myelo+	Singlets	8	NA	NA	NA	NA	NA	NA	118	Human	24605.5	1067.4406779661
AB8814	SB384	Lung_Patient_806_Singlets_Lymphpoid_5	lung	tumor	20200128	CD3+	Singlets	8	NA	NA	NA	NA	NA	NA	29	Human	19371.5172413793	879.655172413793
AB8815	SB384	Lung_Patient_806_Normal_PIC_7	lung	normal	20200128	CD3+Myelo+	PIC	8	NA	NA	NA	NA	NA	NA	107	Human	14770.0093457944	1619.03738317757
AB8816	SB384	Lung_Patient_806_Normal_Singlets_Myeloid_8	lung	normal	20200128	Myelo+	Singlets	8	NA	NA	NA	NA	NA	NA	22	Human	18051.1818181818	1592.68181818182
AB8817	SB384	Lung_Patient_806_Normal_Singlets_Myeloid_9	lung	normal	20200128	Myelo+	Singlets	8	NA	NA	NA	NA	NA	NA	79	Human	18158.4303797468	798.53164556962
AB8818	SB384	Lung_Patient_806_Normal_Singlets_Lymphoid_10	lung	normal	20200128	CD3+	Singlets	8	NA	NA	NA	NA	NA	NA	3	Human	4826.33333333333	1097.66666666667
AB8819	SB384	Lung_Patient_806_Normal_Singlets_Lymphoid_11	lung	normal	20200128	CD3+	Singlets	8	NA	NA	NA	NA	NA	NA	86	Human	16173.0697674419	782.046511627907
AB9560	SB394	B16+DC+T_1_TCRb+CXCR5+PD1+	NA	NA	20200423	TCRb+CXCR5+PD1+	Singlets	NA	NA	B16-ova+WT-DC+OT-II-Tcells	in vitro	B16+T+DC co-culture	1	20h	106	Mouse	18619.6886792453	853.028301886792
AB9561	SB394	B16+T_1_TCRb+	NA	NA	20200423	TCRb+	Singlets	NA	NA	B16-ova+WT-DC+OT-II-Tcells	in vitro	B16+T co-culture	1	20h	17	Mouse	37545.4705882353	691.529411764706
AB9562	SB394	B16+DC+T_2_TCRb+	NA	NA	20200423	TCRb+	Singlets	NA	NA	B16-ova+WT-DC+OT-II-Tcells	in vitro	B16+T+DC co-culture	2	20h	14	Mouse	18260.0714285714	675.857142857143
AB9563	SB394	B16+DC+T_3_TCRb+	NA	NA	20200423	TCRb+	Singlets	NA	NA	B16-ova+WT-DC+OT-II-Tcells	in vitro	B16+T+DC co-culture	3	20h	31	Mouse	18711.6129032258	758.032258064516
AB9564	SB394	B16+T_2_TCRb+	NA	NA	20200423	TCRb+	Singlets	NA	NA	B16-ova+WT-DC+OT-II-Tcells	in vitro	B16+T co-culture	2	20h	20	Mouse	12355.15	1314.55
AB9565	SB394	B16+DC+T_4_DC	NA	NA	20200423	CD11c+	Singlets	NA	NA	B16-ova+WT-DC+OT-II-Tcells	in vitro	B16+T+DC co-culture	4	20h	144	Mouse	17976.0833333333	1098.79861111111
AB9566	SB394	B16+DC+T_4_PIC	NA	NA	20200423	TCRb+CD11c+	PIC	NA	NA	B16-ova+WT-DC+OT-II-Tcells	in vitro	B16+T+DC co-culture	4	20h	106	Mouse	18304.5943396226	759.084905660377
AB9567	SB394	T_only	NA	NA	20200423	TCRb+	Singlets	NA	NA	B16-ova+WT-DC+OT-II-Tcells	in vitro	T mono-culture	1	20h	22	Mouse	15198.8636363636	717.045454545455
AB9568	SB394	LN_4_CD45.1+_TCRb+	NA	NA	20200423	TCRb+CD45.1+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	4	d10	278	Mouse	19547.8345323741	1172.43165467626
AB9569	SB394	LN_4_CD45.1+_TCRb+	NA	NA	20200423	TCRb+CD45.1+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	4	d10	320	Mouse	17636.21875	1217.828125
AB9570	SB394	Vacc_dLN1_CD45.1	NA	NA	20200525	TCRb+CD45.1+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	1	d10	330	Mouse	17991.5636363636	1350.45454545455
AB9571	SB394	Vacc_dLN1_PIC_index	NA	NA	20200525	TCRb+CD11c+	PIC	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	1	d10	325	Mouse	17148.4338461538	1634.08923076923
AB9572	SB394	Vacc_dLN1_TCRb_index	NA	NA	20200525	TCRb+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	1	d10	141	Mouse	15194.5319148936	1132.0780141844
AB9573	SB394	Vacc_dLN1_CD11c	NA	NA	20200525	CD11c+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	1	d10	232	Mouse	24548.8965517241	1178.8275862069
AB9574	SB394	Vacc_dLN2_CD45.1	NA	NA	20200525	TCRb+CD45.1+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	2	d10	254	Mouse	16884.7952755905	1459.48818897638
AB9575	SB394	Vacc_dLN2_PIC_index	NA	NA	20200525	TCRb+CD11c+	PIC	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	2	d10	306	Mouse	13058.0849673203	1575.59150326797
AB9576	SB394	Vacc_dLN2_TCRb_index	NA	NA	20200525	TCRb+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	2	d10	188	Mouse	22793.829787234	1155.54255319149
AB9577	SB394	Vacc_dLN2_CD11c	NA	NA	20200525	CD11c+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	2	d10	258	Mouse	23290.2286821705	1156.95736434109
AB9578	SB394	Vacc_cLN1_CD45.1	NA	NA	20200525	TCRb+CD45.1+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	cLN	Ova-Vaccination	1	d10	191	Mouse	21701.5340314136	919.387434554974
AB9579	SB394	Vacc_cLN2_CD45.1	NA	NA	20200525	TCRb+CD45.1+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	cLN	Ova-Vaccination	2	d10	139	Mouse	19305.7482014388	999.258992805755
AB9849	SB398	SC_Day10_dLN1_PIC	NA	NA	20200709	TCRb+CD11c+	PIC	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	1	d10	299	Mouse	23001.4581939799	1602.27090301003
AB9850	SB398	SC_Day10_dLN1_T	NA	NA	20200709	TCRb+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	1	d10	235	Mouse	23948.8680851064	1046.03829787234
AB9851	SB398	SC_Day10_dLN1_CD11c	NA	NA	20200709	CD11c+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	1	d10	261	Mouse	17509.3793103448	1184.2337164751
AB9852	SB398	SC_Day10_dLN2_CD45.1	NA	NA	20200709	TCRb+CD45.1+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	2	d10	303	Mouse	17987.1617161716	1261.44884488449
AB9853	SB398	SC_Day10_dLN2_PIC	NA	NA	20200709	TCRb+CD11c+	PIC	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	2	d10	342	Mouse	16349.7573099415	1572.88596491228
AB9854	SB398	SC_Day10_dLN2_T	NA	NA	20200709	TCRb+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	2	d10	94	Mouse	16761.0319148936	890.382978723404
AB9855	SB398	SC_Day10_dLN2_CD11c	NA	NA	20200709	CD11c+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	2	d10	299	Mouse	16401.2675585284	1391.9397993311
AB9856	SB398	SC_Day10_dLN3_CD45.1	NA	NA	20200709	TCRb+CD45.1+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	3	d10	314	Mouse	17819.4522292994	1354.35987261146
AB9857	SB398	SC_Day10_dLN3_PIC	NA	NA	20200709	TCRb+CD11c+	PIC	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	3	d10	340	Mouse	17444.3705882353	1588.65882352941
AB9858	SB398	SC_Day10_dLN3_T	NA	NA	20200709	TCRb+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	3	d10	214	Mouse	22810.1355140187	1070.59813084112
AB9859	SB398	SC_Day10_dLN3_CD11c	NA	NA	20200709	Cd11c+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	3	d10	238	Mouse	6787.21848739496	1453.75630252101
AB9860	SB398	SC_Day10_dLN4_CD45.1	NA	NA	20200709	TCRb+CD45.1+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	4	d10	330	Mouse	14695.0636363636	1351.57878787879
AB9861	SB398	SC_Day10_dLN4_PIC	NA	NA	20200709	TCRb+CD11c+	PIC	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	4	d10	310	Mouse	12030.6161290323	1541.6064516129
AB9862	SB398	SC_Day10_dLN4_T	NA	NA	20200709	TCRb+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	4	d10	247	Mouse	10816.1538461538	959.392712550607
AB9863	SB398	SC_Day10_dLN4_CD11c	NA	NA	20200709	Cd11c+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	4	d10	263	Mouse	12893.3840304183	1319.40684410646
AB9864	SB398	SC_Day10_cLN1_CD45.1	NA	NA	20200709	TCRb+CD45.1+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	cLN	Ova-Vaccination	1	d10	231	Mouse	10540.2424242424	1114.07792207792
AB9865	SB398	SC_Day10_cLN1_PIC	NA	NA	20200709	TCRb+CD11c+	PIC	NA	NA	CD45.1+OT-II_into_B6-host	cLN	Ova-Vaccination	1	d10	292	Mouse	14330.6883561644	1328.33561643836
AB9866	SB398	SC_Day10_cLN1_T	NA	NA	20200709	TCRb+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	cLN	Ova-Vaccination	1	d10	203	Mouse	11579.5911330049	1012.69458128079
AB9867	SB398	SC_Day10_cLN1_CD11c	NA	NA	20200709	Cd11c+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	cLN	Ova-Vaccination	1	d10	265	Mouse	13708.8603773585	1244.88301886792
AB9868	SB398	SC_Day10_cLN2_CD45.1	NA	NA	20200709	TCRb+CD45.1+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	cLN	Ova-Vaccination	2	d10	298	Mouse	10852.1308724832	1208.48993288591
AB9869	SB398	SC_Day10_cLN2_PIC	NA	NA	20200709	TCRb+CD11c+	PIC	NA	NA	CD45.1+OT-II_into_B6-host	cLN	Ova-Vaccination	2	d10	306	Mouse	13778.2418300654	1521.77124183007
AB9870	SB398	SC_Day10_cLN2_T	NA	NA	20200709	TCRb+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	cLN	Ova-Vaccination	2	d10	259	Mouse	12730.9613899614	1070.91505791506
AB9871	SB398	SC_Day10_cLN2_CD11c	NA	NA	20200709	Cd11c+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	cLN	Ova-Vaccination	2	d10	257	Mouse	15097.233463035	1325.47859922179
AB9872	SB398	SC_Day10_Tumor4_CD45.1_half_plate	NA	NA	20200709	TCRb+CD45.1+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	tumor	Ova-Vaccination	4	d10	122	Mouse	21111.3114754098	1582.89344262295
AB9873	SB398	SC_Day10_cLN3_CD45.1	NA	NA	20200709	TCRb+CD45.1+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	cLN	Ova-Vaccination	3	d10	188	Mouse	15855.835106383	1086.07978723404
AB9874	SB398	SC_Day10_cLN3_T	NA	NA	20200709	TCRb+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	cLN	Ova-Vaccination	3	d10	212	Mouse	16364.4764150943	926.990566037736
AB9875	SB398	SC_Day10_cLN4_CD45.1	NA	NA	20200709	TCRb+CD45.1+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	cLN	Ova-Vaccination	4	d10	238	Mouse	17528.6848739496	1259.83613445378
AB9876	SB398	SC_Day10_cLN4_T	NA	NA	20200709	TCRb+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	cLN	Ova-Vaccination	4	d10	195	Mouse	19954.4564102564	951.71282051282
AB9877	SB398	SC_Day10_Tumor3_CD45.1_half_plate	NA	NA	20200709	TCRb+CD45.1+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	tumor	Ova-Vaccination	3	d10	78	Mouse	21874.2692307692	1665.26923076923
AB9878	SB398	In_vitro_B16_T_DC1_Sort_PIC_1	NA	NA	20200709	TCRb+CD11c+	PIC	NA	NA	Ova+WT-DC+OT-II-Tcells	in vitro	B16+T+DC co-culture	1	20h	102	Mouse	14281.1960784314	1039.3137254902
AB9879	SB398	In_vitro_B16_T_DC1_Sort_TCRb_CXCR5_PD1	NA	NA	20200709	TCRb+CXCR5+PD1+	Singlets	NA	NA	Ova+WT-DC+OT-II-Tcells	in vitro	B16+T+DC co-culture	1	20h	99	Mouse	16166.797979798	1279.10101010101
AB9880	SB398	In_vitro_B16_T_DC1_Sort_Tcrb	NA	NA	20200709	TCRb+	Singlets	NA	NA	Ova+WT-DC+OT-II-Tcells	in vitro	B16+T+DC co-culture	1	20h	71	Mouse	19163.323943662	849.802816901409
AB9881	SB398	In_vitro_B16_T_DC1_Sort_CD11c	NA	NA	20200709	Cd11c+	Singlets	NA	NA	Ova+WT-DC+OT-II-Tcells	in vitro	B16+T+DC co-culture	1	20h	194	Mouse	20102.5360824742	1012.79896907216
AB9882	SB398	In_vitro_B16_T_DC2_Sort_PIC	NA	NA	20200709	TCRb+CD11c+	PIC	NA	NA	Ova+WT-DC+OT-II-Tcells	in vitro	B16+T+DC co-culture	2	20h	126	Mouse	18474.1349206349	874.563492063492
AB9883	SB398	In_vitro_B16_T_DC2_Sort_TCRb_CXCR5_PD1	NA	NA	20200709	TCRb+CXCR5+PD1+	Singlets	NA	NA	Ova+WT-DC+OT-II-Tcells	in vitro	B16+T+DC co-culture	2	20h	44	Mouse	19832.0454545455	985.795454545455
AB9884	SB398	In_vitro_B16_T_DC2_Sort_Tcrb	NA	NA	20200709	TCRb+	Singlets	NA	NA	Ova+WT-DC+OT-II-Tcells	in vitro	B16+T+DC co-culture	2	20h	93	Mouse	17403.0537634409	1059.94623655914
AB9885	SB398	In_vitro_B16_T_DC2_Sort_CD11c	NA	NA	20200709	Cd11c+	Singlets	NA	NA	Ova+WT-DC+OT-II-Tcells	in vitro	B16+T+DC co-culture	2	20h	239	Mouse	10691.4309623431	1107.87029288703
AB9886	SB398	In_vitro_B16_T1_Sort_TCRb	NA	NA	20200709	TCRb+	Singlets	NA	NA	Ova+WT-DC+OT-II-Tcells	in vitro	B16+T co-culture	1	20h	78	Mouse	16873.8333333333	871.217948717949
AB9887	SB398	In_vitro_B16_T1_Sort_TCRb_CXCR5_PD1	NA	NA	20200709	TCRb+CXCR5+PD1+	Singlets	NA	NA	Ova+WT-DC+OT-II-Tcells	in vitro	B16+T co-culture	1	20h	82	Mouse	16098.6219512195	993.670731707317
AB9888	SB398	In_vitro_B16_T2_Sort_TCRb	NA	NA	20200709	TCRb+	Singlets	NA	NA	Ova+WT-DC+OT-II-Tcells	in vitro	B16+T co-culture	2	20h	55	Mouse	17445.1636363636	732.236363636364
AB9889	SB398	In_vitro_B16_T2_Sort_TCRb	NA	NA	20200709	TCRb+	Singlets	NA	NA	Ova+WT-DC+OT-II-Tcells	in vitro	B16+T co-culture	2	20h	108	Mouse	18756.9814814815	1042.69444444444
AB9890	SB398	In_vitro_T_only1_Sort_TCRb	NA	NA	20200709	TCRb+	Singlets	NA	NA	Ova+WT-DC+OT-II-Tcells	in vitro	T mono-culture	1	20h	115	Mouse	20733.0086956522	819.226086956522
AB9891	SB398	In_vitro_T_only1_Sort_TCRb_CXCR5_PD1	NA	NA	20200709	TCRb+CXCR5+PD1+	Singlets	NA	NA	Ova+WT-DC+OT-II-Tcells	in vitro	T mono-culture	1	20h	176	Mouse	13816.5113636364	1030.78409090909
AB9892	SB398	In_vitro_T_only2_Sort_TCRb	NA	NA	20200709	TCRb+	Singlets	NA	NA	Ova+WT-DC+OT-II-Tcells	in vitro	T mono-culture	2	20h	168	Mouse	16555.494047619	888.607142857143
AB9893	SB398	In_vitro_B16_T_DC1_Sort_PIC_2	NA	NA	20200709	TCRb+CD11c+	PIC	NA	NA	Ova+WT-DC+OT-II-Tcells	in vitro	B16+T+DC co-culture	1	20h	67	Mouse	8910.56716417911	975.298507462687
AB9894	SB398	SC_Day17_dLN1_CD45.1	NA	NA	20200709	TCRb+CD45.1+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	1	d17	161	Mouse	14121.9689440994	1364.16149068323
AB9895	SB398	SC_Day17_dLN1_PIC	NA	NA	20200709	TCRb+CD11c+	PIC	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	1	d17	236	Mouse	15927.7203389831	1290.76271186441
AB9896	SB398	SC_Day17_dLN1_T	NA	NA	20200709	TCRb+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	1	d17	228	Mouse	17728.2368421053	1020.62280701754
AB9898	SB398	SC_Day17_dLN4_CD45.1	NA	NA	20200709	TCRb+CD45.1+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	4	d17	157	Mouse	22340	937.847133757962
AB9899	SB398	SC_Day17_dLN4_PIC	NA	NA	20200709	TCRb+CD11c+	PIC	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	4	d17	262	Mouse	20911.6183206107	1210.20992366412
AB9900	SB398	SC_Day17_dLN4_T	NA	NA	20200709	TCRb+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	4	d17	181	Mouse	22442.7569060773	964.342541436464
AB9902	SB398	SC_Day17_Tumor4_CD45.1	NA	NA	20200709	TCRb+CD45.1+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	tumor	Ova-Vaccination	4	d17	141	Mouse	22587.2411347518	1283.29787234043
AB9903	SB398	SC_Day17_Tumor4_PIC	NA	NA	20200709	TCRb+CD11c+	PIC	NA	NA	CD45.1+OT-II_into_B6-host	tumor	Ova-Vaccination	4	d17	150	Mouse	17570.8333333333	1209.16666666667
AB9904	SB398	SC_Day17_Tumor4_T	NA	NA	20200709	TCRb+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	tumor	Ova-Vaccination	4	d17	64	Mouse	19775.6875	944.015625
AB9906	SB398	SC_Day17_dLN2_CD45.1	NA	NA	20200709	TCRb+CD45.1+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	2	d17	151	Mouse	21298.5033112583	1008.23841059603
AB9907	SB398	SC_Day17_dLN3_CD45.1	NA	NA	20200709	TCRb+CD45.1+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	dLN	Ova-Vaccination	3	d17	124	Mouse	23089.435483871	1001.45161290323
AB9908	SB398	SC_Day17_cLN1_CD45.1_half_plate	NA	NA	20200709	TCRb+CD45.1+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	cLN	Ova-Vaccination	1	d17	76	Mouse	20028.6842105263	947.342105263158
AB9909	SB398	SC_Day17_cLN1_PIC	NA	NA	20200709	TCRb+CD11c+	PIC	NA	NA	CD45.1+OT-II_into_B6-host	cLN	Ova-Vaccination	1	d17	271	Mouse	20325.0664206642	1310.45387453875
AB9911	SB398	SC_Day17_cLN1_T	NA	NA	20200709	TCRb+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	cLN	Ova-Vaccination	1	d17	161	Mouse	19890.2919254658	1015.13664596273
AB9912	SB398	SC_Day17_cLN4_CD45.1	NA	NA	20200709	TCRb+CD45.1+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	cLN	Ova-Vaccination	4	d17	174	Mouse	20515.5172413793	833.775862068965
AB9913	SB398	SC_Day17_cLN4_PIC	NA	NA	20200709	TCRb+CD11c+	PIC	NA	NA	CD45.1+OT-II_into_B6-host	cLN	Ova-Vaccination	4	d17	223	Mouse	18466.5156950673	1069.29596412556
AB9915	SB398	SC_Day17_cLN4_T	NA	NA	20200709	TCRb+	Singlets	NA	NA	CD45.1+OT-II_into_B6-host	cLN	Ova-Vaccination	4	d17	166	Mouse	21247.6927710843	866.71686746988
